state,yr,qtr,index_nsa,index_sa
SD,2019,1,306.78,307.69
TN,1991,1,100.00,100.00
TN,1991,2,100.57,100.11
TN,1991,3,100.87,100.20
TN,1991,4,101.95,101.61
TN,1992,1,102.58,102.56
TN,1992,2,102.49,102.02
TN,1992,3,104.65,103.96
TN,1992,4,104.84,104.51
TN,1993,1,104.77,104.74
TN,1993,2,107.02,106.52
TN,1993,3,108.61,107.86
TN,1993,4,109.86,109.58
TN,1994,1,111.43,111.39
TN,1994,2,113.41,112.83
TN,1994,3,115.20,114.41
TN,1994,4,115.61,115.38
TN,1995,1,118.00,117.94
TN,1995,2,119.39,118.71
TN,1995,3,121.29,120.47
TN,1995,4,122.79,122.64
TN,1996,1,123.82,123.70
TN,1996,2,126.01,125.22
TN,1996,3,127.81,127.03
TN,1996,4,128.04,127.90
TN,1997,1,129.40,129.23
TN,1997,2,131.43,130.57
TN,1997,3,131.61,130.89
TN,1997,4,132.04,131.88
TN,1998,1,133.68,133.48
TN,1998,2,136.08,135.16
TN,1998,3,137.10,136.46
TN,1998,4,138.14,137.90
TN,1999,1,140.01,139.77
TN,1999,2,141.27,140.33
TN,1999,3,142.63,142.01
TN,1999,4,143.85,143.57
TN,2000,1,144.47,144.17
TN,2000,2,146.52,145.60
TN,2000,3,146.81,146.20
TN,2000,4,147.27,146.91
TN,2001,1,148.29,148.02
TN,2001,2,149.52,148.64
TN,2001,3,150.08,149.37
TN,2001,4,151.61,151.26
TN,2002,1,152.39,152.14
TN,2002,2,153.61,152.70
TN,2002,3,155.64,154.84
TN,2002,4,155.52,155.20
TN,2003,1,157.55,157.37
TN,2003,2,160.02,159.01
TN,2003,3,161.53,160.61
TN,2003,4,163.25,163.01
TN,2004,1,164.27,164.17
TN,2004,2,167.92,166.74
TN,2004,3,170.74,169.70
TN,2004,4,171.56,171.37
TN,2005,1,175.14,175.22
TN,2005,2,178.96,177.53
TN,2005,3,182.07,180.86
TN,2005,4,185.25,185.17
TN,2006,1,189.00,189.25
TN,2006,2,193.78,192.04
TN,2006,3,195.43,194.05
TN,2006,4,197.17,197.11
TN,2007,1,198.92,199.49
TN,2007,2,203.85,201.79
TN,2007,3,203.80,202.28
TN,2007,4,201.12,201.01
TN,2008,1,198.75,199.68
TN,2008,2,199.46,197.24
TN,2008,3,196.38,194.84
TN,2008,4,191.81,191.53
TN,2009,1,189.83,191.20
TN,2009,2,191.20,188.83
TN,2009,3,190.14,188.58
TN,2009,4,188.30,187.91
TN,2010,1,183.33,185.04
TN,2010,2,187.67,185.14
TN,2010,3,183.22,181.68
TN,2010,4,180.74,180.30
TN,2011,1,176.18,178.11
TN,2011,2,179.21,176.57
TN,2011,3,182.17,180.66
TN,2011,4,179.33,178.92
TN,2012,1,176.45,178.46
TN,2012,2,183.95,181.14
TN,2012,3,184.13,182.58
TN,2012,4,185.25,184.95
TN,2013,1,185.84,187.89
TN,2013,2,193.97,190.96
TN,2013,3,193.99,192.34
TN,2013,4,194.45,194.34
TN,2014,1,195.29,197.18
TN,2014,2,201.74,198.75
TN,2014,3,202.97,201.20
TN,2014,4,202.76,202.78
TN,2015,1,206.11,207.81
TN,2015,2,212.26,209.33
TN,2015,3,214.50,212.61
TN,2015,4,215.38,215.42
TN,2016,1,217.74,219.25
TN,2016,2,226.60,223.84
TN,2016,3,229.17,227.09
TN,2016,4,230.82,230.78
TN,2017,1,234.20,235.64
TN,2017,2,242.67,240.02
TN,2017,3,247.86,245.57
TN,2017,4,251.30,251.14
TN,2018,1,253.46,254.89
TN,2018,2,261.26,258.66
TN,2018,3,266.84,264.36
TN,2018,4,269.66,269.38
TN,2019,1,273.03,274.50
TX,1991,1,100.00,100.00
TX,1991,2,100.61,100.00
TX,1991,3,100.85,100.13
TX,1991,4,100.45,99.93
TX,1992,1,101.80,101.79
TX,1992,2,102.17,101.54
TX,1992,3,103.37,102.63
TX,1992,4,104.13,103.61
TX,1993,1,103.98,103.96
TX,1993,2,105.69,105.04
TX,1993,3,106.94,106.15
TX,1993,4,107.99,107.48
TX,1994,1,108.56,108.54
TX,1994,2,109.83,109.14
TX,1994,3,110.47,109.63
TX,1994,4,110.48,110.02
TX,1995,1,110.70,110.66
TX,1995,2,111.93,111.22
TX,1995,3,112.87,111.98
TX,1995,4,113.15,112.75
TX,1996,1,113.50,113.45
TX,1996,2,114.70,113.93
TX,1996,3,115.57,114.64
TX,1996,4,115.20,114.86
TX,1997,1,115.43,115.36
TX,1997,2,117.24,116.42
TX,1997,3,117.97,117.01
TX,1997,4,118.70,118.39
TX,1998,1,120.43,120.37
TX,1998,2,122.61,121.70
TX,1998,3,124.74,123.73
TX,1998,4,125.80,125.50
TX,1999,1,127.38,127.33
TX,1999,2,130.53,129.52
TX,1999,3,132.47,131.39
TX,1999,4,134.25,133.95
TX,2000,1,136.46,136.43
TX,2000,2,139.68,138.56
TX,2000,3,142.13,140.99
TX,2000,4,143.28,142.98
TX,2001,1,144.81,144.79
TX,2001,2,147.66,146.45
TX,2001,3,148.85,147.64
TX,2001,4,148.97,148.68
TX,2002,1,149.81,149.82
TX,2002,2,152.76,151.47
TX,2002,3,153.49,152.23
TX,2002,4,153.79,153.52
TX,2003,1,154.27,154.27
TX,2003,2,156.31,154.97
TX,2003,3,157.15,155.86
TX,2003,4,157.17,156.91
TX,2004,1,158.22,158.23
TX,2004,2,161.07,159.67
TX,2004,3,162.33,161.00
TX,2004,4,162.82,162.56
TX,2005,1,164.59,164.64
TX,2005,2,168.45,166.95
TX,2005,3,170.96,169.51
TX,2005,4,172.55,172.29
TX,2006,1,175.16,175.31
TX,2006,2,179.07,177.39
TX,2006,3,181.75,180.17
TX,2006,4,183.56,183.32
TX,2007,1,185.77,186.10
TX,2007,2,189.69,187.74
TX,2007,3,190.83,189.10
TX,2007,4,190.16,189.99
TX,2008,1,188.74,189.28
TX,2008,2,191.17,188.95
TX,2008,3,191.61,189.82
TX,2008,4,187.44,187.38
TX,2009,1,186.80,187.54
TX,2009,2,189.92,187.45
TX,2009,3,189.34,187.52
TX,2009,4,188.64,188.71
TX,2010,1,187.95,188.85
TX,2010,2,191.65,188.91
TX,2010,3,189.88,188.09
TX,2010,4,184.52,184.68
TX,2011,1,183.48,184.42
TX,2011,2,187.84,185.00
TX,2011,3,186.74,184.99
TX,2011,4,186.27,186.54
TX,2012,1,187.96,188.88
TX,2012,2,194.16,191.16
TX,2012,3,196.51,194.71
TX,2012,4,197.61,197.96
TX,2013,1,199.39,200.25
TX,2013,2,207.41,204.27
TX,2013,3,209.09,207.14
TX,2013,4,210.85,211.33
TX,2014,1,215.29,216.07
TX,2014,2,220.60,217.36
TX,2014,3,224.13,222.01
TX,2014,4,225.00,225.59
TX,2015,1,229.75,230.39
TX,2015,2,237.28,233.95
TX,2015,3,239.88,237.52
TX,2015,4,240.89,241.65
TX,2016,1,244.78,245.30
TX,2016,2,253.05,249.59
TX,2016,3,257.80,255.24
TX,2016,4,258.20,259.09
TX,2017,1,263.06,263.46
TX,2017,2,273.61,269.99
TX,2017,3,276.61,273.82
TX,2017,4,277.67,278.67
TX,2018,1,283.67,284.04
TX,2018,2,290.84,287.02
TX,2018,3,293.08,290.15
TX,2018,4,292.47,293.52
TX,2019,1,296.11,296.45
UT,1991,1,100.00,100.00
UT,1991,2,101.57,100.62
UT,1991,3,102.38,101.83
UT,1991,4,104.33,103.79
UT,1992,1,106.22,106.24
UT,1992,2,109.73,108.71
UT,1992,3,110.66,110.01
UT,1992,4,114.74,114.19
UT,1993,1,117.76,117.80
UT,1993,2,123.17,122.01
UT,1993,3,128.68,127.84
UT,1993,4,134.09,133.52
UT,1994,1,138.01,138.08
UT,1994,2,145.72,144.35
UT,1994,3,149.71,148.61
UT,1994,4,152.41,151.88
UT,1995,1,155.22,155.32
UT,1995,2,158.28,156.73
UT,1995,3,162.35,161.09
UT,1995,4,164.36,163.91
UT,1996,1,168.15,168.25
UT,1996,2,172.36,170.61
UT,1996,3,174.79,173.44
UT,1996,4,175.77,175.41
UT,1997,1,175.70,175.70
UT,1997,2,179.79,177.90
UT,1997,3,180.54,179.23
UT,1997,4,180.43,180.12
UT,1998,1,182.30,182.17
UT,1998,2,186.47,184.50
UT,1998,3,185.26,184.02
UT,1998,4,187.25,186.96
UT,1999,1,187.91,187.61
UT,1999,2,190.63,188.67
UT,1999,3,190.42,189.25
UT,1999,4,191.08,190.76
UT,2000,1,192.30,191.86
UT,2000,2,194.36,192.48
UT,2000,3,195.48,194.31
UT,2000,4,194.46,194.11
UT,2001,1,196.61,196.03
UT,2001,2,198.50,196.76
UT,2001,3,197.87,196.62
UT,2001,4,198.12,197.68
UT,2002,1,199.21,198.64
UT,2002,2,200.33,198.74
UT,2002,3,201.15,199.75
UT,2002,4,203.16,202.61
UT,2003,1,202.53,202.07
UT,2003,2,206.40,204.87
UT,2003,3,208.12,206.54
UT,2003,4,207.88,207.15
UT,2004,1,211.15,210.95
UT,2004,2,216.16,214.57
UT,2004,3,220.52,218.63
UT,2004,4,224.20,223.38
UT,2005,1,228.51,228.58
UT,2005,2,237.18,235.39
UT,2005,3,247.56,245.15
UT,2005,4,256.84,256.00
UT,2006,1,265.26,265.61
UT,2006,2,277.79,275.63
UT,2006,3,289.58,286.41
UT,2006,4,300.17,299.30
UT,2007,1,308.34,309.16
UT,2007,2,320.95,318.27
UT,2007,3,323.56,319.74
UT,2007,4,316.64,315.66
UT,2008,1,312.19,313.62
UT,2008,2,309.26,306.47
UT,2008,3,301.20,297.24
UT,2008,4,286.83,286.03
UT,2009,1,277.85,279.68
UT,2009,2,271.56,268.74
UT,2009,3,269.13,265.40
UT,2009,4,264.79,264.17
UT,2010,1,255.90,257.98
UT,2010,2,260.08,257.04
UT,2010,3,255.15,251.44
UT,2010,4,249.59,249.27
UT,2011,1,237.22,239.34
UT,2011,2,240.04,236.78
UT,2011,3,242.93,239.52
UT,2011,4,239.19,239.16
UT,2012,1,243.60,245.69
UT,2012,2,255.82,251.99
UT,2012,3,259.53,256.05
UT,2012,4,263.83,264.27
UT,2013,1,268.35,270.22
UT,2013,2,283.00,278.48
UT,2013,3,288.24,284.71
UT,2013,4,285.29,286.18
UT,2014,1,289.48,290.83
UT,2014,2,296.87,292.21
UT,2014,3,296.42,292.99
UT,2014,4,297.05,298.27
UT,2015,1,302.68,303.52
UT,2015,2,312.18,307.38
UT,2015,3,315.85,312.46
UT,2015,4,319.72,321.06
UT,2016,1,326.37,326.88
UT,2016,2,338.75,333.77
UT,2016,3,345.69,342.04
UT,2016,4,345.83,347.29
UT,2017,1,355.71,356.07
UT,2017,2,368.52,363.21
UT,2017,3,378.43,374.50
UT,2017,4,381.90,383.46
UT,2018,1,393.41,393.76
UT,2018,2,410.88,405.05
UT,2018,3,416.30,411.92
UT,2018,4,419.76,421.47
UT,2019,1,428.57,428.98
VA,1991,1,100.00,100.00
VA,1991,2,99.89,99.37
VA,1991,3,99.44,99.00
VA,1991,4,100.75,100.18
VA,1992,1,101.39,101.40
VA,1992,2,100.66,100.14
VA,1992,3,101.65,101.17
VA,1992,4,101.89,101.35
VA,1993,1,101.16,101.17
VA,1993,2,102.29,101.76
VA,1993,3,102.56,102.01
VA,1993,4,102.79,102.33
VA,1994,1,102.94,102.91
VA,1994,2,104.24,103.69
VA,1994,3,104.97,104.35
VA,1994,4,105.56,105.20
VA,1995,1,105.13,105.06
VA,1995,2,105.80,105.20
VA,1995,3,106.51,105.86
VA,1995,4,106.02,105.76
VA,1996,1,106.86,106.75
VA,1996,2,107.82,107.18
VA,1996,3,108.34,107.68
VA,1996,4,108.16,107.97
VA,1997,1,109.24,109.10
VA,1997,2,109.82,109.09
VA,1997,3,110.34,109.67
VA,1997,4,111.07,110.96
VA,1998,1,111.13,111.00
VA,1998,2,113.25,112.43
VA,1998,3,113.89,113.15
VA,1998,4,114.97,114.92
VA,1999,1,117.28,117.23
VA,1999,2,118.85,117.88
VA,1999,3,120.48,119.64
VA,1999,4,121.77,121.79
VA,2000,1,123.69,123.74
VA,2000,2,127.55,126.43
VA,2000,3,129.85,128.84
VA,2000,4,131.09,131.16
VA,2001,1,134.58,134.76
VA,2001,2,139.05,137.77
VA,2001,3,142.10,140.91
VA,2001,4,143.10,143.24
VA,2002,1,146.05,146.30
VA,2002,2,151.90,150.49
VA,2002,3,155.14,153.77
VA,2002,4,157.21,157.36
VA,2003,1,160.85,161.19
VA,2003,2,167.23,165.63
VA,2003,3,171.98,170.49
VA,2003,4,176.14,176.30
VA,2004,1,181.13,181.49
VA,2004,2,189.50,187.63
VA,2004,3,197.33,195.68
VA,2004,4,203.14,203.42
VA,2005,1,210.66,211.00
VA,2005,2,220.96,218.73
VA,2005,3,228.81,226.81
VA,2005,4,233.65,234.30
VA,2006,1,239.21,239.49
VA,2006,2,245.06,242.44
VA,2006,3,245.15,242.86
VA,2006,4,246.47,247.49
VA,2007,1,248.44,248.83
VA,2007,2,251.41,248.39
VA,2007,3,248.03,245.61
VA,2007,4,238.25,239.43
VA,2008,1,234.66,235.39
VA,2008,2,229.79,226.64
VA,2008,3,224.28,221.96
VA,2008,4,212.10,213.24
VA,2009,1,212.33,213.44
VA,2009,2,216.99,213.66
VA,2009,3,216.20,213.79
VA,2009,4,215.94,217.15
VA,2010,1,209.84,211.43
VA,2010,2,216.26,212.56
VA,2010,3,210.48,208.06
VA,2010,4,205.56,206.68
VA,2011,1,201.30,203.25
VA,2011,2,206.76,202.87
VA,2011,3,206.40,204.09
VA,2011,4,201.57,202.57
VA,2012,1,202.36,204.58
VA,2012,2,210.76,206.61
VA,2012,3,211.23,208.94
VA,2012,4,210.59,211.60
VA,2013,1,210.00,212.28
VA,2013,2,222.04,217.68
VA,2013,3,220.74,218.43
VA,2013,4,216.60,217.57
VA,2014,1,216.49,218.71
VA,2014,2,224.74,220.45
VA,2014,3,223.56,221.36
VA,2014,4,224.04,224.89
VA,2015,1,223.38,225.50
VA,2015,2,229.76,225.55
VA,2015,3,229.37,227.32
VA,2015,4,229.49,230.10
VA,2016,1,231.23,233.31
VA,2016,2,239.26,235.10
VA,2016,3,239.85,237.79
VA,2016,4,239.02,239.49
VA,2017,1,239.26,241.26
VA,2017,2,249.63,245.50
VA,2017,3,251.28,249.17
VA,2017,4,251.01,251.35
VA,2018,1,254.91,257.01
VA,2018,2,261.47,257.25
VA,2018,3,262.53,260.34
VA,2018,4,263.18,263.50
VA,2019,1,263.89,266.03
VT,1991,1,100.00,100.00
VT,1991,2,99.73,99.37
VT,1991,3,98.91,99.18
VT,1991,4,98.56,98.98
VT,1992,1,99.93,100.06
VT,1992,2,101.07,100.66
VT,1992,3,100.24,100.41
VT,1992,4,101.14,101.59
VT,1993,1,101.21,101.51
VT,1993,2,101.29,100.79
VT,1993,3,100.58,100.67
VT,1993,4,101.54,101.96
VT,1994,1,102.05,102.54
VT,1994,2,102.45,101.89
VT,1994,3,102.41,102.37
VT,1994,4,99.67,100.10
VT,1995,1,97.60,98.16
VT,1995,2,102.51,102.03
VT,1995,3,102.41,102.24
VT,1995,4,97.73,98.09
VT,1996,1,104.88,105.60
VT,1996,2,103.81,103.43
VT,1996,3,102.17,101.82
VT,1996,4,102.56,102.94
VT,1997,1,101.44,102.15
VT,1997,2,101.25,101.03
VT,1997,3,103.33,102.85
VT,1997,4,103.12,103.40
VT,1998,1,105.08,105.91
VT,1998,2,105.70,105.58
VT,1998,3,107.13,106.49
VT,1998,4,108.75,109.03
VT,1999,1,107.06,107.97
VT,1999,2,112.17,112.16
VT,1999,3,115.61,114.77
VT,1999,4,114.87,115.07
VT,2000,1,117.34,118.59
VT,2000,2,120.76,120.71
VT,2000,3,125.04,123.93
VT,2000,4,126.90,127.16
VT,2001,1,126.94,128.51
VT,2001,2,134.89,134.73
VT,2001,3,136.08,134.80
VT,2001,4,138.07,138.29
VT,2002,1,139.81,141.79
VT,2002,2,144.08,143.79
VT,2002,3,148.69,147.21
VT,2002,4,149.25,149.48
VT,2003,1,149.60,151.92
VT,2003,2,154.74,154.25
VT,2003,3,161.19,159.69
VT,2003,4,163.66,163.75
VT,2004,1,166.37,169.18
VT,2004,2,179.58,178.83
VT,2004,3,183.71,182.08
VT,2004,4,188.30,188.42
VT,2005,1,191.63,194.86
VT,2005,2,199.87,198.81
VT,2005,3,206.35,204.86
VT,2005,4,207.22,207.32
VT,2006,1,204.88,208.13
VT,2006,2,214.94,213.67
VT,2006,3,214.81,213.56
VT,2006,4,217.22,217.63
VT,2007,1,212.63,215.31
VT,2007,2,218.39,217.14
VT,2007,3,219.61,218.74
VT,2007,4,215.69,216.40
VT,2008,1,216.02,217.79
VT,2008,2,213.21,212.37
VT,2008,3,210.24,209.55
VT,2008,4,211.12,212.32
VT,2009,1,207.93,208.53
VT,2009,2,212.44,212.16
VT,2009,3,211.50,210.82
VT,2009,4,204.40,205.92
VT,2010,1,208.73,208.53
VT,2010,2,204.24,204.54
VT,2010,3,202.95,201.94
VT,2010,4,199.88,201.79
VT,2011,1,202.93,202.43
VT,2011,2,199.20,199.76
VT,2011,3,201.24,199.69
VT,2011,4,206.99,209.35
VT,2012,1,205.07,204.95
VT,2012,2,201.55,201.90
VT,2012,3,206.11,203.85
VT,2012,4,200.45,203.06
VT,2013,1,207.37,208.09
VT,2013,2,207.14,206.96
VT,2013,3,211.27,208.28
VT,2013,4,207.32,210.43
VT,2014,1,201.32,202.87
VT,2014,2,212.56,211.61
VT,2014,3,213.79,210.50
VT,2014,4,202.37,205.56
VT,2015,1,204.91,207.12
VT,2015,2,216.89,215.25
VT,2015,3,219.64,216.45
VT,2015,4,211.06,214.42
VT,2016,1,208.82,211.09
VT,2016,2,216.95,214.97
VT,2016,3,221.47,219.02
VT,2016,4,216.58,219.54
VT,2017,1,224.64,226.79
VT,2017,2,224.37,222.35
VT,2017,3,225.74,224.05
VT,2017,4,232.06,234.85
VT,2018,1,228.68,230.13
VT,2018,2,235.08,233.28
VT,2018,3,235.64,234.66
VT,2018,4,238.25,240.59
VT,2019,1,243.55,244.63
WA,1991,1,100.00,100.00
WA,1991,2,101.71,100.81
WA,1991,3,101.98,100.68
WA,1991,4,103.72,102.97
WA,1992,1,103.90,103.90
WA,1992,2,105.48,104.51
WA,1992,3,107.71,106.35
WA,1992,4,108.30,107.56
WA,1993,1,108.46,108.45
WA,1993,2,110.88,109.80
WA,1993,3,113.03,111.60
WA,1993,4,114.06,113.39
WA,1994,1,115.10,115.07
WA,1994,2,118.28,117.03
WA,1994,3,119.46,117.94
WA,1994,4,119.28,118.72
WA,1995,1,120.24,120.17
WA,1995,2,120.26,118.88
WA,1995,3,120.97,119.45
WA,1995,4,120.66,120.23
WA,1996,1,121.03,120.90
WA,1996,2,123.22,121.69
WA,1996,3,124.02,122.53
WA,1996,4,123.39,123.06
WA,1997,1,124.51,124.27
WA,1997,2,127.50,125.86
WA,1997,3,129.99,128.52
WA,1997,4,130.13,129.83
WA,1998,1,132.81,132.42
WA,1998,2,137.16,135.41
WA,1998,3,138.50,137.00
WA,1998,4,139.77,139.49
WA,1999,1,141.77,141.22
WA,1999,2,145.46,143.65
WA,1999,3,146.75,145.24
WA,1999,4,148.01,147.69
WA,2000,1,150.40,149.70
WA,2000,2,152.49,150.67
WA,2000,3,154.01,152.46
WA,2000,4,154.87,154.51
WA,2001,1,157.51,156.74
WA,2001,2,160.00,158.15
WA,2001,3,162.06,160.42
WA,2001,4,162.30,161.84
WA,2002,1,165.11,164.38
WA,2002,2,168.38,166.48
WA,2002,3,169.50,167.67
WA,2002,4,171.81,171.32
WA,2003,1,173.90,173.29
WA,2003,2,177.80,175.74
WA,2003,3,181.44,179.34
WA,2003,4,184.32,183.80
WA,2004,1,189.57,189.12
WA,2004,2,197.16,194.81
WA,2004,3,202.37,199.85
WA,2004,4,207.83,207.28
WA,2005,1,214.04,213.78
WA,2005,2,226.21,223.39
WA,2005,3,237.37,234.26
WA,2005,4,242.93,242.35
WA,2006,1,251.01,250.91
WA,2006,2,262.27,258.90
WA,2006,3,268.25,264.56
WA,2006,4,270.66,270.09
WA,2007,1,277.03,277.15
WA,2007,2,281.76,277.97
WA,2007,3,282.95,278.96
WA,2007,4,277.52,276.98
WA,2008,1,271.20,271.49
WA,2008,2,270.55,266.85
WA,2008,3,263.90,260.03
WA,2008,4,250.40,249.91
WA,2009,1,248.33,248.89
WA,2009,2,243.51,239.98
WA,2009,3,238.53,234.93
WA,2009,4,235.16,234.68
WA,2010,1,232.49,233.36
WA,2010,2,233.90,230.35
WA,2010,3,229.25,225.62
WA,2010,4,219.87,219.41
WA,2011,1,212.30,213.47
WA,2011,2,210.78,207.34
WA,2011,3,208.59,205.15
WA,2011,4,203.17,202.86
WA,2012,1,202.41,203.74
WA,2012,2,212.43,208.73
WA,2012,3,216.07,212.41
WA,2012,4,218.90,218.72
WA,2013,1,221.07,222.71
WA,2013,2,230.84,226.47
WA,2013,3,238.49,234.52
WA,2013,4,232.38,232.42
WA,2014,1,234.90,236.60
WA,2014,2,245.94,240.94
WA,2014,3,249.43,245.50
WA,2014,4,248.86,249.21
WA,2015,1,254.24,255.83
WA,2015,2,268.01,262.23
WA,2015,3,272.03,268.01
WA,2015,4,276.01,276.89
WA,2016,1,281.59,282.82
WA,2016,2,295.99,289.31
WA,2016,3,301.68,297.58
WA,2016,4,304.09,305.57
WA,2017,1,313.08,313.81
WA,2017,2,331.40,323.72
WA,2017,3,335.67,331.42
WA,2017,4,339.97,342.14
WA,2018,1,353.45,353.65
WA,2018,2,368.92,360.21
WA,2018,3,372.19,367.75
WA,2018,4,368.15,370.87
WA,2019,1,375.45,375.20
WI,1991,1,100.00,100.00
WI,1991,2,101.81,101.09
WI,1991,3,103.56,102.72
WI,1991,4,103.89,103.69
WI,1992,1,105.34,105.35
WI,1992,2,108.68,107.91
WI,1992,3,110.13,109.24
WI,1992,4,111.68,111.45
WI,1993,1,113.54,113.58
WI,1993,2,116.48,115.63
WI,1993,3,119.24,118.28
WI,1993,4,120.97,120.72
WI,1994,1,123.12,123.20
WI,1994,2,126.10,125.17
WI,1994,3,127.38,126.31
WI,1994,4,128.21,127.96
WI,1995,1,128.99,129.13
WI,1995,2,131.29,130.30
WI,1995,3,133.10,131.93
WI,1995,4,133.63,133.37
WI,1996,1,134.05,134.25
WI,1996,2,137.31,136.26
WI,1996,3,137.89,136.60
WI,1996,4,137.73,137.50
WI,1997,1,138.50,138.78
WI,1997,2,140.76,139.65
WI,1997,3,142.81,141.42
WI,1997,4,142.34,142.14
WI,1998,1,143.13,143.45
WI,1998,2,146.44,145.29
WI,1998,3,148.59,147.10
WI,1998,4,149.32,149.12
WI,1999,1,150.40,150.75
WI,1999,2,154.70,153.51
WI,1999,3,156.69,155.09
WI,1999,4,157.61,157.37
WI,2000,1,160.03,160.43
WI,2000,2,163.50,162.28
WI,2000,3,166.22,164.50
WI,2000,4,166.75,166.44
WI,2001,1,168.53,168.97
WI,2001,2,172.54,171.31
WI,2001,3,175.18,173.33
WI,2001,4,176.34,175.98
WI,2002,1,177.20,177.71
WI,2002,2,181.50,180.23
WI,2002,3,185.65,183.63
WI,2002,4,186.70,186.31
WI,2003,1,188.47,189.06
WI,2003,2,192.97,191.61
WI,2003,3,196.78,194.57
WI,2003,4,198.97,198.63
WI,2004,1,201.46,202.18
WI,2004,2,206.31,204.71
WI,2004,3,211.40,208.99
WI,2004,4,212.49,212.27
WI,2005,1,212.25,213.03
WI,2005,2,219.52,217.65
WI,2005,3,222.75,220.20
WI,2005,4,222.37,222.30
WI,2006,1,223.45,224.31
WI,2006,2,226.96,224.82
WI,2006,3,228.07,225.52
WI,2006,4,225.60,225.56
WI,2007,1,225.07,226.06
WI,2007,2,229.10,226.80
WI,2007,3,227.82,225.28
WI,2007,4,223.35,223.18
WI,2008,1,221.29,222.56
WI,2008,2,221.89,219.59
WI,2008,3,219.36,216.82
WI,2008,4,214.17,213.78
WI,2009,1,215.96,217.60
WI,2009,2,214.89,212.69
WI,2009,3,212.12,209.40
WI,2009,4,208.77,208.23
WI,2010,1,203.55,205.55
WI,2010,2,206.92,204.78
WI,2010,3,206.27,203.31
WI,2010,4,204.39,203.79
WI,2011,1,194.06,196.39
WI,2011,2,197.21,195.06
WI,2011,3,198.65,195.52
WI,2011,4,196.16,195.69
WI,2012,1,193.01,195.61
WI,2012,2,197.56,195.19
WI,2012,3,199.97,196.70
WI,2012,4,196.70,196.45
WI,2013,1,196.06,198.75
WI,2013,2,205.14,202.42
WI,2013,3,207.92,204.56
WI,2013,4,205.23,205.27
WI,2014,1,202.76,205.39
WI,2014,2,210.92,207.86
WI,2014,3,212.61,209.36
WI,2014,4,211.77,212.06
WI,2015,1,212.59,215.14
WI,2015,2,219.25,215.82
WI,2015,3,220.40,217.24
WI,2015,4,220.21,220.73
WI,2016,1,221.81,224.27
WI,2016,2,230.51,226.75
WI,2016,3,232.67,229.43
WI,2016,4,232.80,233.53
WI,2017,1,234.62,237.11
WI,2017,2,244.66,240.60
WI,2017,3,248.66,245.17
WI,2017,4,245.67,246.60
WI,2018,1,250.61,253.24
WI,2018,2,262.59,258.19
WI,2018,3,266.17,262.33
WI,2018,4,264.20,265.31
WI,2019,1,265.94,268.79
WV,1991,1,100.00,100.00
WV,1991,2,100.76,99.28
WV,1991,3,100.18,99.66
WV,1991,4,102.70,103.15
WV,1992,1,103.44,103.31
WV,1992,2,107.30,105.82
WV,1992,3,106.44,105.84
WV,1992,4,106.73,107.26
WV,1993,1,108.27,108.01
WV,1993,2,112.30,110.94
WV,1993,3,114.07,113.24
WV,1993,4,112.73,113.45
WV,1994,1,116.43,116.04
WV,1994,2,118.11,116.79
WV,1994,3,119.74,118.70
WV,1994,4,119.63,120.50
WV,1995,1,123.81,123.42
WV,1995,2,122.49,121.08
WV,1995,3,125.34,124.19
WV,1995,4,124.94,125.88
WV,1996,1,126.89,126.61
WV,1996,2,126.90,125.30
WV,1996,3,130.22,129.14
WV,1996,4,125.16,125.92
WV,1997,1,126.84,126.82
WV,1997,2,131.69,129.82
WV,1997,3,129.59,128.64
WV,1997,4,129.80,130.41
WV,1998,1,129.62,129.84
WV,1998,2,134.58,132.47
WV,1998,3,132.51,131.70
WV,1998,4,133.03,133.51
WV,1999,1,133.94,134.26
WV,1999,2,136.35,134.16
WV,1999,3,136.71,136.00
WV,1999,4,135.97,136.35
WV,2000,1,136.01,136.23
WV,2000,2,139.15,137.05
WV,2000,3,138.37,137.73
WV,2000,4,137.03,137.34
WV,2001,1,140.06,140.08
WV,2001,2,139.24,137.41
WV,2001,3,141.13,140.44
WV,2001,4,141.71,141.95
WV,2002,1,144.42,144.31
WV,2002,2,146.93,145.24
WV,2002,3,147.07,146.29
WV,2002,4,149.05,149.20
WV,2003,1,150.67,150.52
WV,2003,2,154.51,152.92
WV,2003,3,154.59,153.69
WV,2003,4,155.39,155.44
WV,2004,1,159.74,159.60
WV,2004,2,162.67,161.23
WV,2004,3,166.91,165.72
WV,2004,4,169.51,169.53
WV,2005,1,170.36,170.25
WV,2005,2,176.51,175.15
WV,2005,3,179.65,178.17
WV,2005,4,180.32,180.26
WV,2006,1,182.44,182.47
WV,2006,2,185.76,184.46
WV,2006,3,187.77,186.05
WV,2006,4,185.62,185.49
WV,2007,1,191.13,191.29
WV,2007,2,191.21,189.92
WV,2007,3,194.47,192.64
WV,2007,4,191.95,191.66
WV,2008,1,190.07,190.30
WV,2008,2,192.84,191.73
WV,2008,3,190.44,188.52
WV,2008,4,189.47,189.14
WV,2009,1,182.88,182.98
WV,2009,2,191.21,190.37
WV,2009,3,186.95,185.14
WV,2009,4,184.77,184.15
WV,2010,1,184.50,184.57
WV,2010,2,187.60,187.10
WV,2010,3,189.79,187.87
WV,2010,4,187.27,186.50
WV,2011,1,183.29,183.26
