state,yr,qtr,index_nsa,index_sa
AK,1991,1,100.00,100.00
AK,1991,2,100.80,100.18
AK,1991,3,102.05,101.15
AK,1991,4,102.23,102.16
AK,1992,1,102.45,102.39
AK,1992,2,104.04,103.40
AK,1992,3,104.92,103.99
AK,1992,4,104.25,104.29
AK,1993,1,104.94,104.77
AK,1993,2,107.06,106.37
AK,1993,3,108.07,107.17
AK,1993,4,110.44,110.58
AK,1994,1,110.95,110.65
AK,1994,2,111.55,110.77
AK,1994,3,112.79,111.96
AK,1994,4,111.20,111.35
AK,1995,1,114.63,114.28
AK,1995,2,116.42,115.51
AK,1995,3,117.70,116.93
AK,1995,4,117.40,117.57
AK,1996,1,121.01,120.69
AK,1996,2,121.12,120.06
AK,1996,3,120.81,120.06
AK,1996,4,123.19,123.34
AK,1997,1,122.88,122.71
AK,1997,2,125.03,123.81
AK,1997,3,125.30,124.45
AK,1997,4,125.44,125.60
AK,1998,1,125.69,125.72
AK,1998,2,129.19,127.81
AK,1998,3,130.03,129.05
AK,1998,4,130.71,130.86
AK,1999,1,131.68,131.94
AK,1999,2,133.98,132.50
AK,1999,3,134.65,133.41
AK,1999,4,130.96,131.21
AK,2000,1,133.18,133.56
AK,2000,2,136.51,135.01
AK,2000,3,138.09,136.64
AK,2000,4,136.69,137.06
AK,2001,1,139.96,140.37
AK,2001,2,144.79,143.26
AK,2001,3,146.75,145.08
AK,2001,4,148.43,148.89
AK,2002,1,149.13,149.53
AK,2002,2,153.43,151.88
AK,2002,3,158.01,156.19
AK,2002,4,156.77,157.19
AK,2003,1,159.90,160.37
AK,2003,2,164.83,163.20
AK,2003,3,166.78,164.80
AK,2003,4,170.39,170.83
AK,2004,1,175.05,175.68
AK,2004,2,178.78,176.90
AK,2004,3,185.49,183.33
AK,2004,4,187.63,188.01
AK,2005,1,192.21,193.21
AK,2005,2,199.80,197.39
AK,2005,3,206.56,204.25
AK,2005,4,207.93,208.27
AK,2006,1,211.14,212.51
AK,2006,2,219.00,216.08
AK,2006,3,220.40,218.10
AK,2006,4,219.69,219.77
AK,2007,1,220.96,222.81
AK,2007,2,229.31,226.06
AK,2007,3,226.75,224.33
AK,2007,4,222.15,222.18
AK,2008,1,217.03,219.00
AK,2008,2,226.45,223.31
AK,2008,3,223.84,221.26
AK,2008,4,224.89,224.85
AK,2009,1,223.47,225.73
AK,2009,2,218.72,215.78
AK,2009,3,217.84,215.02
AK,2009,4,215.78,215.86
AK,2010,1,212.88,215.03
AK,2010,2,222.32,219.60
AK,2010,3,225.42,222.12
AK,2010,4,219.94,220.02
AK,2011,1,222.40,224.93
AK,2011,2,225.53,222.74
AK,2011,3,227.64,224.09
AK,2011,4,223.33,223.43
AK,2012,1,215.43,218.08
AK,2012,2,227.29,224.34
AK,2012,3,230.56,227.11
AK,2012,4,227.33,227.05
AK,2013,1,227.03,230.37
AK,2013,2,234.28,230.77
AK,2013,3,233.82,230.74
AK,2013,4,232.16,231.57
AK,2014,1,228.08,231.51
AK,2014,2,238.97,235.25
AK,2014,3,240.09,237.36
AK,2014,4,242.17,241.26
AK,2015,1,237.53,241.00
AK,2015,2,246.10,242.20
AK,2015,3,244.75,242.42
AK,2015,4,248.16,247.15
AK,2016,1,242.28,245.24
AK,2016,2,254.36,250.58
AK,2016,3,252.56,250.57
AK,2016,4,249.29,248.19
AK,2017,1,248.91,251.39
AK,2017,2,252.82,249.27
AK,2017,3,257.27,255.58
AK,2017,4,255.46,254.41
AK,2018,1,256.56,258.44
AK,2018,2,260.92,257.60
AK,2018,3,257.09,255.57
AK,2018,4,264.62,263.62
AK,2019,1,262.31,263.75
AL,1991,1,100.00,100.00
AL,1991,2,101.73,101.35
AL,1991,3,102.78,102.14
AL,1991,4,103.46,102.91
AL,1992,1,104.47,104.47
AL,1992,2,104.77,104.36
AL,1992,3,106.99,106.31
AL,1992,4,108.45,107.91
AL,1993,1,109.02,109.02
AL,1993,2,110.13,109.66
AL,1993,3,112.11,111.40
AL,1993,4,113.37,112.87
AL,1994,1,114.20,114.16
AL,1994,2,116.45,115.92
AL,1994,3,117.28,116.52
AL,1994,4,117.96,117.56
AL,1995,1,118.60,118.51
AL,1995,2,119.87,119.24
AL,1995,3,121.67,120.91
AL,1995,4,121.95,121.63
AL,1996,1,122.93,122.78
AL,1996,2,125.27,124.56
AL,1996,3,125.88,125.13
AL,1996,4,126.66,126.42
AL,1997,1,127.95,127.73
AL,1997,2,128.47,127.66
AL,1997,3,129.86,129.17
AL,1997,4,129.75,129.55
AL,1998,1,131.06,130.75
AL,1998,2,133.03,132.18
AL,1998,3,134.33,133.66
AL,1998,4,135.64,135.46
AL,1999,1,136.66,136.30
AL,1999,2,138.27,137.35
AL,1999,3,138.89,138.25
AL,1999,4,139.87,139.67
AL,2000,1,141.45,141.07
AL,2000,2,142.67,141.75
AL,2000,3,142.96,142.26
AL,2000,4,143.15,142.93
AL,2001,1,144.60,144.26
AL,2001,2,146.42,145.50
AL,2001,3,147.09,146.27
AL,2001,4,147.56,147.34
AL,2002,1,148.82,148.55
AL,2002,2,150.58,149.69
AL,2002,3,151.72,150.72
AL,2002,4,153.58,153.37
AL,2003,1,154.46,154.28
AL,2003,2,156.76,155.85
AL,2003,3,159.89,158.70
AL,2003,4,159.27,159.08
AL,2004,1,160.49,160.42
AL,2004,2,163.90,162.88
AL,2004,3,167.82,166.47
AL,2004,4,168.84,168.67
AL,2005,1,171.74,171.83
AL,2005,2,175.65,174.43
AL,2005,3,179.49,177.94
AL,2005,4,182.96,182.91
AL,2006,1,187.21,187.47
AL,2006,2,192.49,190.98
AL,2006,3,195.47,193.68
AL,2006,4,196.49,196.53
AL,2007,1,198.26,198.74
AL,2007,2,202.87,201.14
AL,2007,3,202.80,200.71
AL,2007,4,200.73,200.88
AL,2008,1,198.58,199.34
AL,2008,2,199.02,197.24
AL,2008,3,196.42,194.06
AL,2008,4,191.35,191.62
AL,2009,1,191.61,192.65
AL,2009,2,193.34,191.51
AL,2009,3,188.98,186.37
AL,2009,4,192.62,193.07
AL,2010,1,183.39,184.65
AL,2010,2,183.14,181.29
AL,2010,3,182.92,180.16
AL,2010,4,175.47,176.03
AL,2011,1,170.66,171.95
AL,2011,2,172.89,171.04
AL,2011,3,174.74,172.01
AL,2011,4,171.33,171.97
AL,2012,1,173.44,174.81
AL,2012,2,179.60,177.54
AL,2012,3,176.84,174.13
AL,2012,4,177.68,178.45
AL,2013,1,177.71,179.03
AL,2013,2,183.16,180.96
AL,2013,3,184.73,182.06
AL,2013,4,181.36,182.21
AL,2014,1,182.74,183.90
AL,2014,2,185.76,183.52
AL,2014,3,188.32,185.76
AL,2014,4,188.09,189.00
AL,2015,1,187.04,187.98
AL,2015,2,194.60,192.36
AL,2015,3,195.22,192.67
AL,2015,4,192.53,193.49
AL,2016,1,194.61,195.35
AL,2016,2,199.69,197.55
AL,2016,3,202.95,200.29
AL,2016,4,201.27,202.35
AL,2017,1,204.72,205.28
AL,2017,2,208.27,206.18
AL,2017,3,211.74,208.93
AL,2017,4,212.29,213.55
AL,2018,1,213.15,213.53
AL,2018,2,221.92,219.83
AL,2018,3,225.32,222.28
AL,2018,4,222.26,223.65
AL,2019,1,228.83,229.11
AR,1991,1,100.00,100.00
AR,1991,2,100.35,100.16
AR,1991,3,101.78,101.52
AR,1991,4,102.91,102.97
AR,1992,1,102.80,102.81
AR,1992,2,104.00,103.79
AR,1992,3,105.05,104.79
AR,1992,4,105.63,105.69
AR,1993,1,107.50,107.56
AR,1993,2,109.62,109.32
AR,1993,3,111.52,111.28
AR,1993,4,111.57,111.65
AR,1994,1,115.18,115.26
AR,1994,2,116.59,116.19
AR,1994,3,117.00,116.79
AR,1994,4,119.31,119.41
AR,1995,1,119.07,119.15
AR,1995,2,121.51,121.04
AR,1995,3,123.10,122.93
AR,1995,4,123.53,123.61
AR,1996,1,124.31,124.40
AR,1996,2,125.88,125.39
AR,1996,3,125.41,125.24
AR,1996,4,126.09,126.13
AR,1997,1,127.24,127.39
AR,1997,2,128.22,127.71
AR,1997,3,128.57,128.39
AR,1997,4,129.17,129.19
AR,1998,1,129.45,129.63
AR,1998,2,129.86,129.39
AR,1998,3,132.59,132.32
AR,1998,4,132.70,132.73
AR,1999,1,133.85,134.07
AR,1999,2,135.50,135.02
AR,1999,3,136.37,136.04
AR,1999,4,137.00,137.05
AR,2000,1,137.19,137.44
AR,2000,2,140.03,139.58
AR,2000,3,140.40,139.95
AR,2000,4,141.21,141.29
AR,2001,1,142.75,143.07
AR,2001,2,143.89,143.43
AR,2001,3,145.89,145.36
AR,2001,4,146.13,146.25
AR,2002,1,147.14,147.45
AR,2002,2,150.16,149.76
AR,2002,3,151.44,150.81
AR,2002,4,152.60,152.70
AR,2003,1,154.41,154.77
AR,2003,2,157.18,156.81
AR,2003,3,160.59,159.89
AR,2003,4,161.31,161.32
AR,2004,1,164.53,165.00
AR,2004,2,167.87,167.52
AR,2004,3,170.78,170.01
AR,2004,4,172.96,172.83
AR,2005,1,175.11,175.81
AR,2005,2,178.54,178.11
AR,2005,3,182.56,181.70
AR,2005,4,185.64,185.43
AR,2006,1,186.90,187.77
AR,2006,2,190.34,189.85
AR,2006,3,192.12,191.16
AR,2006,4,193.02,192.80
AR,2007,1,192.22,193.25
AR,2007,2,195.67,194.97
AR,2007,3,195.65,194.73
AR,2007,4,193.96,193.95
AR,2008,1,189.71,190.54
AR,2008,2,189.83,189.08
AR,2008,3,189.32,188.52
AR,2008,4,185.36,185.54
AR,2009,1,184.22,184.83
AR,2009,2,184.63,183.72
AR,2009,3,184.98,184.32
AR,2009,4,188.16,188.74
AR,2010,1,177.60,177.78
AR,2010,2,183.70,182.74
AR,2010,3,178.12,177.56
AR,2010,4,174.89,175.77
AR,2011,1,178.41,178.32
AR,2011,2,173.96,172.90
AR,2011,3,176.50,175.99
AR,2011,4,178.12,179.40
AR,2012,1,178.18,177.76
AR,2012,2,183.66,182.61
AR,2012,3,182.56,181.93
AR,2012,4,180.77,182.24
AR,2013,1,187.00,186.53
AR,2013,2,187.69,186.63
AR,2013,3,187.65,186.82
AR,2013,4,184.03,185.68
AR,2014,1,187.74,187.17
AR,2014,2,189.26,188.45
AR,2014,3,190.21,189.18
AR,2014,4,192.00,193.56
AR,2015,1,188.49,188.01
AR,2015,2,194.78,194.18
AR,2015,3,198.28,197.17
AR,2015,4,196.16,197.38
AR,2016,1,199.19,198.77
AR,2016,2,199.94,199.67
AR,2016,3,202.37,201.29
AR,2016,4,201.22,201.89
AR,2017,1,205.61,205.43
AR,2017,2,207.58,207.51
AR,2017,3,211.20,210.19
AR,2017,4,214.57,214.76
AR,2018,1,214.46,214.47
AR,2018,2,215.79,215.84
AR,2018,3,220.61,219.70
AR,2018,4,224.88,224.70
AR,2019,1,225.09,225.23
AZ,1991,1,100.00,100.00
AZ,1991,2,100.52,100.46
AZ,1991,3,99.31,99.55
AZ,1991,4,102.03,101.51
AZ,1992,1,102.33,102.36
AZ,1992,2,101.59,101.53
AZ,1992,3,102.74,102.92
AZ,1992,4,103.76,103.27
AZ,1993,1,104.22,104.28
AZ,1993,2,105.46,105.39
AZ,1993,3,106.69,106.77
AZ,1993,4,109.22,108.80
AZ,1994,1,109.92,110.02
AZ,1994,2,112.57,112.48
AZ,1994,3,114.01,113.94
AZ,1994,4,116.29,115.98
AZ,1995,1,117.27,117.45
AZ,1995,2,118.63,118.47
AZ,1995,3,120.95,120.72
AZ,1995,4,121.65,121.50
AZ,1996,1,123.22,123.44
AZ,1996,2,124.79,124.55
AZ,1996,3,126.13,125.76
AZ,1996,4,126.28,126.30
AZ,1997,1,127.29,127.51
AZ,1997,2,129.22,128.90
AZ,1997,3,130.40,129.98
AZ,1997,4,131.10,131.24
AZ,1998,1,132.34,132.55
AZ,1998,2,135.37,134.96
AZ,1998,3,137.41,137.00
AZ,1998,4,138.52,138.68
AZ,1999,1,140.78,141.00
AZ,1999,2,143.28,142.77
AZ,1999,3,145.56,145.25
AZ,1999,4,147.02,147.14
AZ,2000,1,149.27,149.48
AZ,2000,2,151.96,151.41
AZ,2000,3,153.19,152.96
AZ,2000,4,155.68,155.71
AZ,2001,1,157.86,158.09
AZ,2001,2,161.08,160.52
AZ,2001,3,162.87,162.66
AZ,2001,4,165.87,165.85
AZ,2002,1,166.60,166.90
AZ,2002,2,170.26,169.68
AZ,2002,3,172.79,172.45
AZ,2002,4,176.50,176.53
AZ,2003,1,179.55,179.97
AZ,2003,2,183.54,182.88
AZ,2003,3,187.31,186.74
AZ,2003,4,192.83,193.05
AZ,2004,1,198.78,199.37
AZ,2004,2,206.76,205.94
AZ,2004,3,217.39,216.35
AZ,2004,4,228.39,229.07
AZ,2005,1,244.19,244.99
AZ,2005,2,269.84,268.57
AZ,2005,3,291.38,289.57
AZ,2005,4,302.81,304.29
AZ,2006,1,314.63,315.77
AZ,2006,2,321.15,319.40
AZ,2006,3,317.36,315.01
AZ,2006,4,318.97,321.05
AZ,2007,1,317.83,319.04
AZ,2007,2,315.90,313.90
AZ,2007,3,309.07,306.69
AZ,2007,4,288.90,291.04
AZ,2008,1,275.99,277.00
AZ,2008,2,263.17,261.45
AZ,2008,3,244.53,242.59
AZ,2008,4,224.32,226.01
AZ,2009,1,214.01,214.88
AZ,2009,2,203.17,201.80
AZ,2009,3,200.73,199.11
AZ,2009,4,195.06,196.47
AZ,2010,1,190.42,191.33
AZ,2010,2,187.97,186.66
AZ,2010,3,180.33,178.90
AZ,2010,4,170.56,171.61
AZ,2011,1,166.47,167.50
AZ,2011,2,163.32,162.08
AZ,2011,3,164.49,163.23
AZ,2011,4,166.70,167.61
AZ,2012,1,172.20,173.36
AZ,2012,2,184.79,183.38
AZ,2012,3,195.20,193.79
AZ,2012,4,198.02,198.93
AZ,2013,1,205.28,206.75
AZ,2013,2,218.49,216.78
AZ,2013,3,223.13,221.62
AZ,2013,4,228.09,229.05
AZ,2014,1,229.14,230.73
AZ,2014,2,234.34,232.50
AZ,2014,3,237.00,235.61
AZ,2014,4,237.33,238.19
AZ,2015,1,242.55,244.15
AZ,2015,2,248.72,246.77
AZ,2015,3,254.19,252.89
AZ,2015,4,256.94,257.84
AZ,2016,1,260.95,262.42
AZ,2016,2,269.22,267.24
AZ,2016,3,270.71,269.46
AZ,2016,4,276.11,277.01
AZ,2017,1,280.41,281.87
AZ,2017,2,291.36,289.29
AZ,2017,3,297.33,296.03
AZ,2017,4,299.78,300.70
AZ,2018,1,308.65,310.26
AZ,2018,2,314.88,312.57
AZ,2018,3,319.65,318.36
AZ,2018,4,324.85,325.75
AZ,2019,1,329.92,331.71
CA,1991,1,100.00,100.00
CA,1991,2,99.68,99.24
CA,1991,3,99.55,98.85
CA,1991,4,99.68,99.19
CA,1992,1,99.04,99.05
CA,1992,2,97.99,97.56
CA,1992,3,97.73,97.01
CA,1992,4,95.98,95.56
CA,1993,1,93.64,93.65
CA,1993,2,92.95,92.54
CA,1993,3,91.50,90.76
CA,1993,4,90.27,89.93
CA,1994,1,88.82,88.85
CA,1994,2,88.57,88.14
CA,1994,3,88.32,87.56
CA,1994,4,86.96,86.72
CA,1995,1,86.18,86.22
CA,1995,2,86.01,85.54
CA,1995,3,86.21,85.43
CA,1995,4,85.09,84.94
CA,1996,1,84.95,84.99
CA,1996,2,85.05,84.51
CA,1996,3,85.43,84.66
CA,1996,4,85.20,85.13
CA,1997,1,84.71,84.73
CA,1997,2,86.86,86.23
CA,1997,3,88.09,87.34
CA,1997,4,88.90,88.87
CA,1998,1,90.90,90.90
CA,1998,2,94.35,93.59
CA,1998,3,96.45,95.68
CA,1998,4,98.00,97.99
CA,1999,1,100.50,100.51
CA,1999,2,103.75,102.88
CA,1999,3,106.07,105.25
CA,1999,4,108.23,108.21
CA,2000,1,111.65,111.66
CA,2000,2,116.00,115.03
CA,2000,3,119.77,118.83
CA,2000,4,123.67,123.63
CA,2001,1,127.89,127.95
CA,2001,2,132.41,131.36
CA,2001,3,135.35,134.18
CA,2001,4,137.92,137.84
CA,2002,1,142.26,142.42
CA,2002,2,149.73,148.62
CA,2002,3,156.99,155.45
CA,2002,4,161.66,161.56
CA,2003,1,167.32,167.66
CA,2003,2,174.91,173.63
CA,2003,3,182.70,180.71
CA,2003,4,191.49,191.44
CA,2004,1,200.83,201.37
CA,2004,2,215.48,213.84
CA,2004,3,230.78,228.12
CA,2004,4,239.94,239.95
CA,2005,1,251.67,252.52
CA,2005,2,267.41,265.28
CA,2005,3,280.71,277.36
CA,2005,4,284.09,284.11
CA,2006,1,286.01,287.16
CA,2006,2,287.40,285.05
CA,2006,3,282.71,279.30
CA,2006,4,274.20,274.06
CA,2007,1,271.81,273.14
CA,2007,2,269.08,266.87
CA,2007,3,255.32,252.23
CA,2007,4,234.62,234.29
CA,2008,1,212.84,214.09
CA,2008,2,195.82,194.21
CA,2008,3,183.64,181.41
CA,2008,4,171.50,171.08
CA,2009,1,163.66,164.78
CA,2009,2,164.03,162.69
CA,2009,3,167.24,165.20
CA,2009,4,168.16,167.65
CA,2010,1,166.22,167.47
CA,2010,2,168.18,166.78
CA,2010,3,165.26,163.21
CA,2010,4,160.41,159.96
CA,2011,1,154.82,156.02
CA,2011,2,154.30,152.90
CA,2011,3,154.33,152.44
CA,2011,4,153.06,152.77
CA,2012,1,153.58,154.69
CA,2012,2,160.80,159.22
CA,2012,3,164.90,162.95
CA,2012,4,170.40,170.26
CA,2013,1,178.05,179.16
CA,2013,2,190.97,188.97
CA,2013,3,199.74,197.51
CA,2013,4,201.66,201.69
CA,2014,1,204.93,205.96
CA,2014,2,211.80,209.53
CA,2014,3,215.42,213.18
CA,2014,4,216.61,216.75
CA,2015,1,220.34,221.20
CA,2015,2,226.65,224.20
CA,2015,3,230.32,228.15
CA,2015,4,232.96,233.13
CA,2016,1,236.29,236.94
CA,2016,2,243.41,240.83
CA,2016,3,246.95,244.83
CA,2016,4,248.83,248.94
CA,2017,1,253.70,254.20
CA,2017,2,263.00,260.28
CA,2017,3,267.65,265.53
CA,2017,4,270.35,270.41
CA,2018,1,276.69,277.11
CA,2018,2,282.69,279.82
CA,2018,3,284.95,282.79
CA,2018,4,285.25,285.28
CA,2019,1,285.55,285.92
CO,1991,1,100.00,100.00
CO,1991,2,100.97,100.06
CO,1991,3,102.26,101.09
CO,1991,4,103.10,102.93
CO,1992,1,105.37,105.38
CO,1992,2,108.81,107.83
CO,1992,3,111.00,109.72
CO,1992,4,113.76,113.56
CO,1993,1,115.59,115.64
CO,1993,2,120.42,119.32
CO,1993,3,125.06,123.62
CO,1993,4,128.09,127.85
CO,1994,1,131.85,131.93
CO,1994,2,136.93,135.66
CO,1994,3,139.79,138.19
CO,1994,4,140.43,140.17
CO,1995,1,141.84,141.93
CO,1995,2,144.97,143.59
CO,1995,3,147.77,146.14
CO,1995,4,148.50,148.22
CO,1996,1,150.04,150.08
CO,1996,2,153.49,152.01
CO,1996,3,155.11,153.45
CO,1996,4,156.25,155.98
CO,1997,1,157.50,157.47
CO,1997,2,160.87,159.31
CO,1997,3,162.84,161.16
CO,1997,4,163.68,163.46
CO,1998,1,166.18,166.04
CO,1998,2,170.36,168.69
CO,1998,3,173.37,171.63
CO,1998,4,175.96,175.82
CO,1999,1,179.95,179.67
CO,1999,2,186.40,184.55
CO,1999,3,192.41,190.53
CO,1999,4,194.65,194.58
CO,2000,1,200.48,200.08
CO,2000,2,207.35,205.27
CO,2000,3,213.39,211.31
CO,2000,4,217.08,217.05
CO,2001,1,223.97,223.54
CO,2001,2,229.13,226.78
CO,2001,3,230.74,228.46
CO,2001,4,230.43,230.42
CO,2002,1,234.18,233.83
CO,2002,2,237.29,234.76
CO,2002,3,239.66,237.28
CO,2002,4,239.58,239.52
CO,2003,1,240.61,240.45
CO,2003,2,243.73,240.98
CO,2003,3,245.01,242.60
CO,2003,4,244.65,244.47
CO,2004,1,246.44,246.60
CO,2004,2,253.66,250.61
CO,2004,3,255.88,253.29
CO,2004,4,254.70,254.42
CO,2005,1,258.51,259.12
CO,2005,2,264.91,261.40
CO,2005,3,267.62,264.80
CO,2005,4,270.17,269.98
CO,2006,1,270.57,271.59
CO,2006,2,276.09,272.04
CO,2006,3,275.89,272.83
CO,2006,4,276.22,276.24
CO,2007,1,274.60,275.97
CO,2007,2,280.18,275.66
CO,2007,3,278.37,275.19
CO,2007,4,270.56,270.76
CO,2008,1,265.61,267.19
CO,2008,2,271.06,266.48
CO,2008,3,265.73,262.41
CO,2008,4,256.55,256.91
CO,2009,1,259.50,261.44
CO,2009,2,266.95,262.16
CO,2009,3,266.25,262.66
CO,2009,4,261.99,262.48
CO,2010,1,261.11,263.49
CO,2010,2,264.62,259.63
CO,2010,3,258.87,255.10
CO,2010,4,256.91,257.55
CO,2011,1,249.31,251.92
CO,2011,2,254.00,248.89
CO,2011,3,256.62,252.83
CO,2011,4,251.52,252.28
CO,2012,1,251.11,253.86
CO,2012,2,268.26,262.65
CO,2012,3,272.80,268.68
CO,2012,4,273.73,274.97
CO,2013,1,275.97,278.83
CO,2013,2,293.72,287.26
CO,2013,3,297.40,293.05
CO,2013,4,296.57,298.47
CO,2014,1,301.78,304.35
CO,2014,2,315.74,308.56
CO,2014,3,318.90,314.55
CO,2014,4,321.79,324.54
CO,2015,1,337.60,339.41
CO,2015,2,351.19,343.14
CO,2015,3,358.52,354.21
CO,2015,4,356.99,360.57
CO,2016,1,368.70,369.46
CO,2016,2,387.05,378.39
CO,2016,3,394.05,389.82
CO,2016,4,395.32,399.70
CO,2017,1,408.18,407.90
CO,2017,2,427.02,417.74
CO,2017,3,429.23,425.08
CO,2017,4,432.78,437.74
CO,2018,1,453.39,452.33
CO,2018,2,467.00,457.01
CO,2018,3,468.55,464.40
CO,2018,4,463.64,469.01
CO,2019,1,475.56,473.96
CT,1991,1,100.00,100.00
CT,1991,2,97.76,97.98
CT,1991,3,96.99,96.27
CT,1991,4,96.52,95.81
CT,1992,1,97.29,97.39
CT,1992,2,95.19,95.37
CT,1992,3,95.10,94.30
CT,1992,4,95.97,95.29
CT,1993,1,92.34,92.58
CT,1993,2,91.57,91.66
CT,1993,3,92.34,91.43
CT,1993,4,91.89,91.33
CT,1994,1,91.05,91.45
CT,1994,2,91.85,91.78
CT,1994,3,92.72,91.70
CT,1994,4,91.81,91.40
CT,1995,1,90.35,90.86
CT,1995,2,90.68,90.42
CT,1995,3,91.86,90.80
CT,1995,4,90.98,90.73
CT,1996,1,90.50,91.09
CT,1996,2,91.92,91.43
CT,1996,3,91.80,90.77
CT,1996,4,90.75,90.62
CT,1997,1,90.61,91.24
CT,1997,2,92.58,91.93
CT,1997,3,93.42,92.40
CT,1997,4,93.31,93.24
CT,1998,1,93.27,93.95
CT,1998,2,96.29,95.51
CT,1998,3,98.44,97.38
CT,1998,4,99.50,99.47
CT,1999,1,101.06,101.80
CT,1999,2,104.51,103.67
CT,1999,3,106.88,105.69
CT,1999,4,107.99,107.96
CT,2000,1,109.79,110.66
CT,2000,2,114.42,113.50
CT,2000,3,116.48,115.11
CT,2000,4,117.79,117.72
CT,2001,1,119.67,120.73
CT,2001,2,124.58,123.61
CT,2001,3,128.88,127.25
CT,2001,4,130.12,129.97
CT,2002,1,131.66,133.02
CT,2002,2,138.37,137.24
CT,2002,3,143.09,141.18
CT,2002,4,146.12,145.97
CT,2003,1,148.00,149.65
CT,2003,2,153.19,151.87
CT,2003,3,158.18,155.95
CT,2003,4,159.78,159.82
CT,2004,1,161.83,163.64
CT,2004,2,170.51,168.81
CT,2004,3,177.17,174.68
CT,2004,4,178.31,178.71
CT,2005,1,181.23,183.08
CT,2005,2,189.34,187.20
CT,2005,3,193.39,190.78
CT,2005,4,193.48,194.21
CT,2006,1,195.03,196.90
CT,2006,2,199.49,196.97
CT,2006,3,197.23,194.74
CT,2006,4,194.07,194.93
CT,2007,1,195.95,197.75
CT,2007,2,198.19,195.65
CT,2007,3,198.62,196.13
CT,2007,4,192.77,193.52
CT,2008,1,188.09,190.02
CT,2008,2,189.39,186.86
CT,2008,3,185.48,183.16
CT,2008,4,179.80,180.32
CT,2009,1,176.28,178.44
CT,2009,2,177.39,174.89
CT,2009,3,175.92,173.70
CT,2009,4,172.13,172.34
CT,2010,1,168.10,170.70
CT,2010,2,172.47,169.78
CT,2010,3,169.75,167.56
CT,2010,4,165.92,165.97
CT,2011,1,161.80,164.69
CT,2011,2,167.41,164.71
CT,2011,3,164.29,161.94
CT,2011,4,161.18,161.28
CT,2012,1,156.66,159.59
CT,2012,2,161.77,159.28
CT,2012,3,163.01,160.31
CT,2012,4,159.94,160.36
CT,2013,1,157.72,160.48
CT,2013,2,164.02,161.65
CT,2013,3,165.64,162.70
CT,2013,4,161.12,161.87
CT,2014,1,161.48,163.95
CT,2014,2,163.91,161.61
CT,2014,3,165.04,162.20
CT,2014,4,161.40,162.28
CT,2015,1,161.31,163.53
CT,2015,2,166.40,164.00
CT,2015,3,166.40,163.88
CT,2015,4,163.26,163.98
CT,2016,1,162.44,164.56
CT,2016,2,167.67,165.26
CT,2016,3,167.11,164.85
CT,2016,4,165.76,166.26
CT,2017,1,164.77,166.87
CT,2017,2,170.73,168.36
CT,2017,3,172.59,170.35
CT,2017,4,171.95,172.34
CT,2018,1,170.78,172.90
CT,2018,2,175.46,173.16
CT,2018,3,176.51,174.18
CT,2018,4,174.19,174.60
CT,2019,1,174.42,176.52
DC,1991,1,100.00,100.00
DC,1991,2,101.12,99.56
DC,1991,3,98.75,96.63
DC,1991,4,98.12,98.94
DC,1992,1,99.64,99.56
DC,1992,2,100.59,99.07
DC,1992,3,101.77,99.72
DC,1992,4,98.04,98.71
DC,1993,1,93.42,93.34
DC,1993,2,98.46,96.96
DC,1993,3,98.29,96.46
DC,1993,4,90.73,91.22
DC,1994,1,95.56,95.44
DC,1994,2,97.73,96.33
DC,1994,3,99.35,97.56
DC,1994,4,91.87,92.31
DC,1995,1,92.21,92.00
DC,1995,2,89.50,88.35
DC,1995,3,92.22,90.50
DC,1995,4,93.79,94.25
DC,1996,1,93.41,93.13
DC,1996,2,95.05,93.94
DC,1996,3,93.68,91.86
DC,1996,4,96.70,97.24
DC,1997,1,89.50,89.14
DC,1997,2,96.26,95.20
DC,1997,3,92.95,91.16
DC,1997,4,94.21,94.67
DC,1998,1,97.27,96.96
DC,1998,2,100.28,99.12
DC,1998,3,105.87,103.91
DC,1998,4,107.13,107.53
DC,1999,1,108.06,107.84
DC,1999,2,110.78,109.36
DC,1999,3,117.85,115.82
DC,1999,4,117.44,117.68
DC,2000,1,126.70,126.71
DC,2000,2,129.29,127.47
DC,2000,3,133.37,131.07
DC,2000,4,132.49,132.71
DC,2001,1,140.46,140.68
DC,2001,2,147.95,145.83
DC,2001,3,156.60,153.69
DC,2001,4,159.20,159.43
DC,2002,1,167.15,167.73
DC,2002,2,178.86,176.32
DC,2002,3,185.10,181.29
DC,2002,4,190.43,190.75
DC,2003,1,187.40,188.29
DC,2003,2,207.70,204.87
DC,2003,3,218.88,214.06
DC,2003,4,217.91,218.07
DC,2004,1,238.68,240.36
DC,2004,2,250.56,247.02
DC,2004,3,255.30,249.67
DC,2004,4,276.17,275.88
DC,2005,1,281.64,284.07
DC,2005,2,315.40,311.15
DC,2005,3,330.81,323.43
DC,2005,4,323.36,322.31
DC,2006,1,319.21,322.63
DC,2006,2,325.79,321.45
DC,2006,3,337.87,330.36
DC,2006,4,334.78,333.18
DC,2007,1,332.68,336.35
DC,2007,2,343.35,339.34
DC,2007,3,345.34,337.49
DC,2007,4,334.23,332.12
DC,2008,1,326.88,330.61
DC,2008,2,321.48,318.29
DC,2008,3,329.63,321.87
DC,2008,4,316.86,314.68
DC,2009,1,303.47,306.56
DC,2009,2,314.00,311.72
DC,2009,3,315.15,307.57
